station_name,station_ids,first_id
Public Rack - Ewing Ave & 99th St,"639, CHI01206",639
Public Rack - Damen & 81st,"1272.0, CHI01733",1272.0
Public Rack - 85th Pl & Pulaski Rd,"1078.0, CHI01530",1078.0
Public Rack - Western Blvd & 53rd St,"820, CHI01231",820
Peterson/Ridge Metra,"24458, CHI01983",24458
Narragansett Ave & Montrose Ave,"24364, CHI01977",24364
Damen Ave & Lake St,"CHI00619, KA17018054",KA17018054
Loomis St & 95th St,"24358, CHI01970",24358
Lowell Ave & Armitage Ave,"1524189, CHI02024",1524189
Western Ave & 101st St,"24454, CHI01981",24454
Pulaski Rd & Ann Lurie Pl,"21340, CHI01950",21340
Portage Park,"24363, CHI01952",24363
St Louis Ave & 51st St,"24261, CHI01958",24261
Lawndale Ave & 59th St,"24279, CHI01896",24279
Aberdeen St & 103rd St,"24425, CHI01976",24425
Farragut Ave & Central Ave,"24476, CHI01964",24476
Michigan Ave & 108th St,"24418, CHI01972",24418
Commercial Ave & 97th St,"24398, CHI01931",24398
Lynch Ave & Elston Ave,"24477, CHI02000",24477
Michigan Ave & 113th St,"24415, CHI01963",24415
Melvina Ave & Giddings Ave,"24368, CHI01954",24368
Avers Ave & 16th St,"24225, CHI01908",24225
Stewart Ave & 123rd St,"24412, CHI01953",24412
Narragansett Ave & North Ave,"24308, CHI01920",24308
Ewing Ave & 97th St,"24400, CHI01991",24400
Commercial Ave & 90th St,"24392, CHI01961",24392
Sacramento Ave & 51st St,"24263, CHI01890",24263
Princeton Ave & 95th St,"24360, CHI01968",24360
Homan Ave & Arthington Ave,"24220, CHI01835",24220
Throop St & 99th St,"24423, CHI01959",24423
Michigan Ave & 105th St,"24420, CHI01960",24420
Wallace St & Pershing Rd,"24338, CHI01935",24338
Halsted St & 93rd St,"24356, CHI01929",24356
Pulaski Rd & 60th Pl,"24283, CHI01884",24283
Vincennes Ave & 107th St,"24427, CHI01971",24427
State St & 111th St,"24417, CHI01941",24417
Menard Ave & Milwaukee Ave,"24478, CHI02003",24478
Vincennes Ave & 95th St,"24359, CHI01912",24359
Public Rack - Oak Park Ave & Foster Ave,"1116.0, CHI01576",1116.0
Shields Ave & 57th St,"24341, CHI01936",24341
Mason Ave & Montrose Ave,"24365, CHI01967",24365
Overhill Ave & Belmont Ave,"24322, CHI01922",24322
Wentworth Ave & 92nd St,"24362, CHI01924",24362
Cumberland Ave & Catherine Ave,"24467, CHI01985",24467
Wentworth Ave & 107th St,"24419, CHI01939",24419
Racine Ave & 115th St,"24432, CHI01965",24432
Rockwell St & 47th St,"24250, CHI01874",24250
Ada St & 113th Place,"20129, CHI00825",20129
Laflin St & 115th St,"24431, CHI01956",24431
Newcastle Ave & Irving Park Rd,"24335, CHI01974",24335
Halsted St & 123rd St,"24440, CHI01989",24440
Oriole Ave & Irving Park Rd,"24333, CHI01934",24333
Public Rack - Oglesby Ave & 95th St,"634, CHI00749",634
Public Rack - Ada St & 119th St,"917, CHI01383",917
Eggleston Ave & 115th St,"24433, CHI02018",24433
Homan Ave & 26th St,"24230, CHI01854",24230
Vincennes Ave & 79th St,"24352, CHI01937",24352
Public Rack - Sawyer Ave & 111th St,"675, CHI01054",675
Ewing Ave & 98th St,"24401, CHI01949",24401
Public Rack - Trumbull Ave & 111th St,"676, CHI01053",676
Parnell Ave & 127th St,"24411, CHI01940",24411
Halsted St & 83rd St,"24353, CHI01999",24353
Public Rack - Torrence Ave  & 106th St,"923, CHI01389",923
Public Rack - Northwest Hwy & Overhill Ave,"1156.0, CHI01614",1156.0
Public Rack - Hamlin Ave & Chicago Ave,"515, CHI01211",515
Public Rack - Justine St & 87th St,"642, CHI01011",642
Public Rack - Pulaski Rd & Roosevelt Rd,"523, CHI00667",523
Manistee Ave & 95th St,"24396, CHI01951",24396
Public Rack - Commercial Ave & 89th St,"651, CHI01303",651
Public Rack - Rockwell Ave & 71st St,"1081.0, CHI01533",1081.0
Public Rack - Pulaski & 84th,"1260.0, CHI01668",1260.0
Public Rack - Bradley Park,"633, CHI01258",633
Public Rack - Torrence Ave & 98th St,"632, CHI01159",632
Public Rack - Avenue O & 118th St,"597, CHI01156",597
Public Rack - Houston Ave & 91st St,"650, CHI01120",650
Public Rack - Cottage Grove & 86th St,"662, CHI01270",662
Public Rack - Orville T Bright School,"850, CHI01262",850
Archer & Wentworth,"25001, CHI02006",CHI02006
Wells St & Randolph St Corral,"CHI01540, Corral 18",CHI01540
Central & Elston,"25479, CHI02016",CHI02016
Clark/Racine,"CHI02036, Corral 9",CHI02036
LaSalle St & Adams St Corral,"CHI00963, Corral 20",CHI00963
Franklin St & Adams St ,"CHI00453, TA1309000008",CHI00453
Wabansia & Milwaukee,"CHI00622, T13243",CHI00622
Addison Red Line,"CHI00960, Corral 7",CHI00960
Addison/Racine,"CHI01833, Corral 10",CHI01833
Franklin St & Adams St Corral,"CHI01543, Corral 14",CHI01543
LaSalle St & Jackson Blvd Corral,"CHI00961, Corral 21",CHI00961
LaSalle St & Washington St Corral N,"CHI01756, Corral 15",CHI01756
Clark/Newport,"CHI01814, Corral 12",CHI01814
Higgins Ave & Austin Ave,"24459, CHI01984",CHI01984
Wacker Dr & Washington St Corral,"CHI01815, Corral 17",CHI01815
Ave L & 114th,"25405, CHI01990",CHI01990
Franklin St & Monroe St Corral,"CHI01541, Corral 19",CHI01541
Dearborn St & Adams St Corral,"CHI00964, Corral 22",CHI00964
Waveland/Racine,"CHI01769, Corral 13",CHI01769
Public Rack - California & 71st,"1246.0, CHI01726",CHI01726
Grace/Sheffield,"CHI02035, Corral 8",CHI02035
Clark/Eddy,"CHI01878, Corral 11",CHI01878
Milwaukee Ave & Highland Ave,"25490, CHI02015",CHI02015
Austin Ave & Milwaukee Ave,"24480, CHI01995",CHI01995
Edgebrook Metra,"24499, CHI02027",CHI02027
Elston Ave & Carmen Ave,"24472, CHI01986",CHI01986
Daley Center Plaza Corral,"CHI00965, Corral 23",CHI00965
Major Taylor Trail & 111th St,"25429, CHI02010",CHI02010
Pulaski Rd & 75th St,"25134, CHI01998",CHI01998
Avers Ave & Foster Ave,"24111, CHI01810",CHI01810
Eggleston Ave & 111th St,"24430, CHI01957",CHI01957
Hyacinth Ave & Milwaukee Ave,"25481, CHI02014",CHI02014
Hastings LWS,"2059, CHI01665",CHI01665
Public Rack - Ewing Ave & Indianapolis Ave,"638, CHI00976",CHI00976
Le Mai Ave & Devon Ave,"25498, CHI02008",CHI02008
Karlov Ave & Fillmore St,"25218, CHI01997",CHI01997
Kedzie Ave & 38th Pl,"24240, CHI01839",CHI01839
Halsted St & 119th St,"25437, CHI02005",CHI02005
Public Rack - Exchange Ave & 131st St,"582, CHI01242",CHI01242
Public Rack - 63rd St and Natoma Ave,"1082.0, CHI01534",CHI01534
State St & 127th St,"24410, CHI01946",CHI01946
Steelworkers Park (Updated),"20241.1, CHI00869",CHI00869
Public Rack - Plainfield Ave & Irving Park Rd,"576, CHI00719",CHI00719
Public Rack - 83rd St (Avalon Park) Metra,"665, CHI00775",CHI00775
Public Rack - Emil G Hirch Metropolitan High School,"729, CHI01062",CHI01062
